Record_ID,Task_ID,Device_ID,Server_ID,Task_Type,Device_Class,Mobility_Status,Data_Size_MB,Comp_Demand_Cycles,Bandwidth_Mbps,Latency_ms,CPU_Freq_GHz,Memory_MB,Task_Offloaded,Overload_Flag,Chaos_Flag,Energy_Consumption_J,Timestamp
9333,181,102,9,AR_VR_App,Low-End,Fast,2.49,1755625316,31.57,9.52,4.09,27242,Yes,Yes,No,2.92,2024-02-19 00:06:55
9334,985,469,8,AR_VR_App,Mid-End,Fast,3.72,572148399,38.25,35.24,2.57,16712,Yes,Yes,No,17.69,2024-03-24 11:13:54
9335,1517,321,10,Data_Upload,Mid-End,Static,2.24,7140127210,59.33,45.04,4.3,26320,Yes,Yes,Yes,3.85,2024-05-13 21:06:14
9336,430,26,7,Control_Command,Low-End,Static,1.45,9265953957,89.31,13.07,4.45,7456,Yes,Yes,No,12.02,2024-06-24 14:04:45
9337,1068,330,7,Health_Monitor,High-End,Static,3.35,7468365155,48.35,43.8,3.35,24656,Yes,Yes,Yes,19.97,2024-05-16 07:46:09
9338,843,154,8,Data_Upload,Mid-End,Static,4.89,5105831274,56.69,7.31,3.97,15301,Yes,Yes,No,6.13,2024-03-22 03:39:15
9339,370,322,4,AR_VR_App,Mid-End,Slow,1.9,7418766955,10.42,35.01,2.57,22106,Yes,Yes,No,9.97,2024-02-12 14:52:27
9340,930,424,7,Health_Monitor,Mid-End,Static,2.57,4996176938,13.0,40.6,3.03,26074,Yes,Yes,Yes,10.38,2024-07-23 16:10:13
9341,1820,270,8,AR_VR_App,Low-End,Static,3.53,2765258026,17.54,25.01,2.98,19693,Yes,Yes,No,14.29,2024-05-15 05:28:31
9342,419,417,10,Video_Stream,Mid-End,Static,2.94,5675189498,72.91,14.17,3.14,24781,Yes,Yes,No,7.97,2024-04-30 22:23:36
9343,964,441,3,Data_Upload,Low-End,Static,4.3,579098159,53.76,46.61,3.45,5508,Yes,Yes,Yes,16.93,2024-04-29 00:50:18
9344,777,423,2,AR_VR_App,Low-End,Static,3.93,3260469466,27.37,5.9,3.05,7248,Yes,Yes,No,6.18,2024-06-09 09:53:35
9345,1387,129,2,Video_Stream,Low-End,Static,0.76,471646863,63.33,29.98,3.07,18792,Yes,Yes,No,19.93,2024-03-15 17:53:44
9346,1302,94,7,AR_VR_App,Mid-End,Static,4.99,3263037490,59.02,21.78,4.89,8902,Yes,Yes,No,17.21,2024-05-13 19:04:33
9347,1469,37,9,Data_Upload,Low-End,Slow,3.89,5230463034,17.99,25.75,3.13,8228,Yes,Yes,No,3.09,2024-04-19 11:43:35
9348,1241,274,8,Control_Command,Mid-End,Static,4.39,2647985117,67.64,29.15,3.92,29517,Yes,Yes,No,14.76,2024-01-28 18:10:09
9349,1109,158,10,AR_VR_App,Mid-End,Static,3.43,4503251269,79.04,29.06,4.11,19571,Yes,Yes,No,5.14,2024-05-31 22:24:52
9350,793,155,10,AR_VR_App,Mid-End,Static,4.35,8971102422,35.79,14.16,3.28,25484,Yes,Yes,No,16.73,2024-05-01 16:05:58
9351,1513,188,7,Video_Stream,Low-End,Slow,1.01,2414445518,71.87,35.59,2.67,32125,Yes,Yes,No,9.13,2024-06-26 07:28:51
9352,1361,433,9,Data_Upload,Mid-End,Static,2.06,1501427518,27.97,5.86,3.68,12188,Yes,Yes,No,6.97,2024-04-27 05:15:41
9353,79,113,4,AR_VR_App,High-End,Static,4.44,6710933678,78.11,5.95,4.97,9584,Yes,Yes,No,4.13,2024-07-21 02:48:59
9354,937,30,10,Health_Monitor,Low-End,Static,1.41,6064754034,92.06,26.53,3.21,11510,Yes,Yes,No,7.26,2024-06-24 13:45:01
9355,1543,429,7,Data_Upload,Low-End,Static,0.85,9983370070,49.77,29.39,2.51,30177,Yes,Yes,No,3.5,2024-03-06 14:42:33
9356,1851,245,5,Video_Stream,Low-End,Static,4.05,5026641249,32.02,17.37,4.49,32609,Yes,Yes,No,19.83,2024-03-16 07:56:04
9357,1760,100,1,Video_Stream,Low-End,Static,4.26,9146274066,45.93,29.83,3.13,24293,Yes,Yes,No,7.11,2024-04-12 12:51:43
9358,1480,21,10,Video_Stream,Low-End,Fast,1.23,1540721822,32.51,28.22,4.63,15398,Yes,Yes,No,7.77,2024-05-05 09:58:52
9359,707,438,4,Data_Upload,Mid-End,Fast,4.34,8888937148,10.11,20.71,3.14,15279,Yes,Yes,No,8.68,2024-03-26 10:34:59
9360,289,400,1,Data_Upload,Mid-End,Slow,3.59,7520264678,68.54,34.33,4.68,16802,Yes,Yes,No,9.93,2024-03-22 13:48:54
9361,1508,465,1,AR_VR_App,Mid-End,Static,2.84,1806961520,13.83,48.11,4.78,23229,Yes,Yes,Yes,8.32,2024-06-24 17:06:06
9362,977,18,7,Video_Stream,Mid-End,Slow,4.24,3798745244,28.94,27.09,3.95,4755,Yes,Yes,No,12.7,2024-01-29 20:30:34
9363,961,162,3,Video_Stream,Mid-End,Slow,2.39,3917565805,75.02,40.37,4.58,8542,Yes,Yes,Yes,13.18,2024-03-25 23:30:03
9364,1380,405,9,Data_Upload,Mid-End,Static,1.37,6098963589,69.92,16.14,4.67,11501,Yes,Yes,No,3.29,2024-07-19 02:21:19
9365,872,460,7,Data_Upload,Mid-End,Static,1.78,2507393550,16.6,39.29,3.37,24762,Yes,Yes,No,12.35,2024-05-17 00:47:47
9366,1852,159,6,Health_Monitor,Mid-End,Static,2.77,5428830209,69.4,34.2,4.15,13355,Yes,Yes,No,17.75,2024-05-01 20:48:48
9367,81,10,2,Video_Stream,Mid-End,Static,2.89,1257225821,93.75,33.79,4.01,21429,Yes,Yes,No,5.24,2024-04-20 13:05:23
9368,1146,361,5,Data_Upload,Mid-End,Slow,4.13,1931643430,16.71,45.19,3.57,10358,Yes,Yes,Yes,8.28,2024-04-29 00:44:46
9369,570,250,8,Data_Upload,Low-End,Slow,4.06,9700471285,47.41,15.5,4.39,21881,Yes,Yes,No,13.13,2024-05-27 15:53:05
9370,812,4,4,AR_VR_App,Low-End,Static,3.12,2025719655,75.65,21.58,3.68,20665,Yes,Yes,No,13.44,2024-05-16 15:26:32
9371,1657,15,8,Video_Stream,Mid-End,Static,4.01,3502465519,70.1,8.74,3.17,17372,Yes,Yes,No,3.79,2024-02-14 15:55:25
9372,502,53,9,Health_Monitor,High-End,Static,1.36,2025486902,30.39,37.68,3.19,32497,Yes,Yes,No,9.96,2024-03-28 12:40:43
9373,1072,187,8,Data_Upload,Low-End,Fast,0.73,734954650,24.68,42.97,2.5,23091,Yes,Yes,Yes,3.16,2024-03-21 09:47:54
9374,1661,55,6,AR_VR_App,Low-End,Fast,4.43,1166260501,80.58,23.26,2.69,16301,Yes,Yes,No,18.75,2024-04-25 09:27:40
9375,933,446,2,AR_VR_App,Low-End,Static,0.84,8406180908,96.06,21.06,2.85,27105,Yes,Yes,No,14.35,2024-05-24 05:45:22
9376,665,426,8,Control_Command,Low-End,Static,1.61,366794354,79.08,34.64,4.27,20361,Yes,Yes,No,4.25,2024-03-06 07:58:42
9377,409,233,4,Video_Stream,Mid-End,Static,3.63,9629133215,96.69,8.4,2.79,11538,Yes,Yes,No,13.92,2024-06-20 23:29:02
9378,825,156,1,AR_VR_App,High-End,Static,2.34,2830866219,64.45,18.22,3.05,16506,Yes,Yes,No,4.23,2024-06-03 21:48:45
9379,1037,378,5,Health_Monitor,High-End,Static,4.44,4067243615,93.62,21.48,3.69,5222,Yes,Yes,No,3.49,2024-06-06 07:07:32
9380,1869,391,3,Video_Stream,Mid-End,Slow,1.84,9521301972,72.14,28.34,3.34,28810,Yes,Yes,No,6.27,2024-02-01 13:53:16
9381,1804,139,3,Health_Monitor,Mid-End,Static,0.55,7218697866,91.8,26.45,4.45,19879,Yes,Yes,No,19.53,2024-04-25 01:44:48
9382,224,413,7,AR_VR_App,Mid-End,Static,1.85,9189725354,24.54,14.39,2.75,14375,Yes,Yes,No,12.63,2024-03-21 03:16:32
9383,227,162,1,Video_Stream,Mid-End,Static,3.1,7953419968,83.4,29.34,4.95,11299,Yes,Yes,No,8.19,2024-07-22 05:46:48
9384,988,372,3,AR_VR_App,Low-End,Static,2.19,5457261084,27.71,46.66,4.56,10422,Yes,Yes,Yes,3.65,2024-02-15 22:24:28
9385,1388,250,10,AR_VR_App,Mid-End,Static,2.91,2351245340,12.47,6.22,3.74,5675,Yes,Yes,No,2.77,2024-07-19 20:07:39
9386,191,125,6,AR_VR_App,Mid-End,Static,4.44,2659574204,56.58,35.61,2.82,21733,Yes,Yes,No,18.15,2024-02-04 09:06:59
9387,762,116,8,Data_Upload,Mid-End,Static,4.61,5951849926,38.64,33.11,2.74,11224,Yes,Yes,No,10.91,2024-02-12 19:07:26
9388,702,350,6,Data_Upload,Low-End,Static,1.7,7246283486,13.92,46.6,2.9,29611,Yes,Yes,Yes,4.1,2024-03-28 16:29:48
9389,1908,219,4,Health_Monitor,High-End,Fast,2.58,9764608251,98.23,34.04,2.95,31088,Yes,Yes,No,12.04,2024-03-01 10:40:24
9390,1024,281,8,Data_Upload,Mid-End,Slow,2.97,8838645993,69.98,33.12,4.39,25260,Yes,Yes,No,3.64,2024-02-28 15:52:13
9391,468,440,10,Health_Monitor,Mid-End,Static,4.77,1474586382,91.16,39.64,4.93,25556,Yes,Yes,No,9.59,2024-04-03 06:46:22
9392,28,240,5,Data_Upload,Mid-End,Static,4.99,3164296964,99.92,17.05,4.39,15077,Yes,Yes,No,18.44,2024-03-21 14:54:29
9393,1463,102,10,AR_VR_App,Low-End,Static,1.56,2973327440,45.28,31.81,4.42,4605,Yes,Yes,No,18.71,2024-04-11 06:04:00
9394,1247,40,6,Data_Upload,Low-End,Static,3.77,4871436035,32.93,28.37,4.87,8894,Yes,Yes,No,19.17,2024-06-04 02:25:52
9395,984,471,1,Control_Command,High-End,Slow,2.2,4980323710,26.55,24.73,2.75,17114,Yes,Yes,No,5.0,2024-03-22 03:21:34
9396,1908,376,4,AR_VR_App,Mid-End,Static,0.54,7636379843,56.37,8.58,2.75,25345,Yes,Yes,No,5.71,2024-06-29 01:53:54
9397,1739,93,4,Control_Command,Low-End,Static,0.54,9937012653,64.55,18.17,4.74,8325,Yes,Yes,No,17.39,2024-06-17 23:50:02
9398,1066,191,5,AR_VR_App,Mid-End,Static,2.57,1262980057,52.52,17.6,3.88,8930,Yes,Yes,No,4.29,2024-03-08 10:29:40
9399,1213,375,1,Data_Upload,Low-End,Static,2.7,5892972662,44.85,37.59,3.12,16712,Yes,Yes,No,2.72,2024-06-11 17:07:16
9400,1616,434,4,Video_Stream,Mid-End,Static,0.6,5928773387,25.14,46.43,3.0,10515,Yes,Yes,Yes,14.73,2024-05-10 06:06:50
9401,38,11,7,Health_Monitor,Low-End,Static,3.59,9852784115,49.77,15.39,4.02,32608,Yes,Yes,No,10.26,2024-03-23 00:37:32
9402,1361,188,6,AR_VR_App,Mid-End,Static,1.82,304964353,17.67,8.36,4.09,32430,Yes,Yes,No,16.56,2024-03-13 21:56:28
9403,1133,192,10,Video_Stream,Mid-End,Static,3.02,1527191022,87.85,50.0,4.4,30556,Yes,Yes,Yes,5.21,2024-07-23 02:48:18
9404,1650,246,5,Video_Stream,Low-End,Static,1.85,9893408494,14.22,36.1,4.12,18432,Yes,Yes,No,10.15,2024-02-09 03:41:45
9405,1388,132,1,Data_Upload,Low-End,Static,1.25,9319141025,44.26,44.89,4.3,15298,Yes,Yes,Yes,16.79,2024-03-31 06:30:26
9406,1157,484,8,AR_VR_App,Mid-End,Static,2.33,5127339147,19.01,11.47,4.29,28736,Yes,Yes,No,7.03,2024-06-07 04:31:10
9407,1364,415,5,Video_Stream,Mid-End,Static,1.55,5984222740,79.75,41.03,2.63,23507,Yes,Yes,Yes,10.75,2024-05-20 20:09:00
9408,1712,330,8,Health_Monitor,Low-End,Static,2.91,5252673108,38.15,41.6,4.28,27239,Yes,Yes,Yes,13.39,2024-04-26 06:30:51
9409,510,310,6,Control_Command,High-End,Fast,1.39,7663543504,20.18,11.82,2.9,12985,Yes,Yes,No,15.1,2024-03-02 19:25:47
9410,163,336,7,Data_Upload,Mid-End,Slow,2.79,5093224676,57.83,12.26,3.75,14553,Yes,Yes,No,11.64,2024-03-10 08:56:37
9411,304,56,10,Data_Upload,Low-End,Fast,1.21,5382449949,92.46,18.3,3.13,16331,Yes,Yes,No,15.15,2024-01-25 11:51:01
9412,747,373,10,Data_Upload,Mid-End,Fast,3.52,4161333005,91.78,14.76,4.2,18117,Yes,Yes,No,15.68,2024-03-06 09:54:55
9413,782,350,1,Health_Monitor,Mid-End,Static,3.89,8025575091,32.47,48.89,3.25,19377,Yes,Yes,Yes,17.08,2024-06-02 00:45:15
9414,54,355,6,Data_Upload,Low-End,Static,1.0,6285499024,74.77,21.33,4.78,22280,Yes,Yes,No,18.39,2024-05-30 18:22:07
9415,1178,44,3,Health_Monitor,Mid-End,Fast,2.61,6465120993,12.73,39.26,2.62,5751,Yes,Yes,No,14.8,2024-02-06 14:20:16
9416,374,209,3,Video_Stream,Mid-End,Static,0.82,8257715450,21.87,41.23,3.68,13494,Yes,Yes,Yes,18.2,2024-02-26 06:04:49
9417,877,261,3,AR_VR_App,High-End,Static,3.19,6934776372,54.95,22.37,3.57,4771,Yes,Yes,No,3.56,2024-02-04 17:04:41
9418,1451,195,6,Video_Stream,Low-End,Static,1.69,7512799909,30.59,35.72,2.98,11667,Yes,Yes,No,4.78,2024-03-02 04:48:59
9419,750,80,8,AR_VR_App,Mid-End,Static,2.87,6655809382,81.84,9.85,2.67,23433,Yes,Yes,No,9.58,2024-03-24 22:10:18
9420,1066,499,3,Data_Upload,Low-End,Static,2.83,7265893420,93.8,22.86,3.06,30345,Yes,Yes,No,5.41,2024-04-26 20:53:37
9421,728,68,3,Video_Stream,Low-End,Static,4.66,9365236231,10.39,48.53,2.82,16467,Yes,Yes,Yes,8.4,2024-04-03 16:50:08
9422,607,137,5,Health_Monitor,Low-End,Static,2.97,1741781927,30.96,12.58,2.97,29656,Yes,Yes,No,17.96,2024-03-25 16:33:50
9423,1682,4,6,Data_Upload,High-End,Static,3.12,1525919492,49.56,22.36,4.65,9132,Yes,Yes,No,4.65,2024-03-07 04:00:01
9424,1639,341,6,Video_Stream,Mid-End,Slow,2.31,2983965485,60.68,40.57,4.31,23838,Yes,Yes,Yes,13.62,2024-07-23 09:02:14
9425,1975,458,7,Video_Stream,Low-End,Static,4.77,2887895197,92.43,34.94,2.85,15086,Yes,Yes,No,6.51,2024-03-04 23:18:23
9426,818,117,7,Health_Monitor,Low-End,Slow,4.0,1812464643,90.27,33.42,4.75,5096,Yes,Yes,No,11.11,2024-06-26 01:32:20
9427,637,95,3,Health_Monitor,Mid-End,Slow,1.78,7999268183,67.35,43.4,4.72,15624,Yes,Yes,Yes,9.43,2024-02-09 13:44:29
9428,342,209,5,Video_Stream,Mid-End,Fast,4.3,5654009645,33.16,6.31,3.13,9844,Yes,Yes,No,17.63,2024-02-26 00:01:15
9429,661,16,1,Health_Monitor,Low-End,Slow,2.45,5029576369,80.5,39.7,2.62,24560,Yes,Yes,No,11.93,2024-04-05 16:46:34
9430,162,487,1,Control_Command,Mid-End,Static,4.23,657329164,28.24,44.71,4.23,32727,Yes,Yes,Yes,16.88,2024-06-06 17:50:19
9431,1241,111,2,Control_Command,Low-End,Slow,4.2,7120376853,96.87,5.73,3.96,25859,Yes,Yes,No,9.75,2024-07-14 14:22:55
9432,40,498,2,Health_Monitor,Mid-End,Fast,1.35,1508555706,10.53,30.15,3.44,6116,Yes,Yes,No,14.08,2024-06-11 19:42:51
9433,1655,326,7,Video_Stream,Mid-End,Static,3.66,1281327701,61.28,20.69,2.62,31404,Yes,Yes,No,18.41,2024-05-05 19:06:59
9434,1647,222,5,Health_Monitor,Mid-End,Static,1.81,5452498424,17.96,7.28,2.83,5015,Yes,Yes,No,5.1,2024-05-21 23:34:09
9435,798,271,3,Health_Monitor,High-End,Static,1.84,5857606736,46.68,23.8,4.0,13773,Yes,Yes,No,12.3,2024-06-04 12:53:11
9436,710,363,7,AR_VR_App,High-End,Static,1.83,3776443118,67.14,33.98,4.18,4551,Yes,Yes,No,13.56,2024-06-26 21:01:30
9437,629,436,3,Control_Command,Mid-End,Slow,3.77,4537549065,72.06,46.36,3.02,14960,Yes,Yes,Yes,13.3,2024-05-05 09:09:15
9438,1517,159,3,Data_Upload,Mid-End,Static,1.53,8482561974,80.7,32.92,3.62,8026,Yes,Yes,No,12.15,2024-06-05 14:50:35
9439,25,94,4,Data_Upload,Mid-End,Slow,0.5,6548859666,63.4,43.55,4.69,20348,Yes,Yes,Yes,16.41,2024-03-05 18:19:09
9440,965,485,5,Data_Upload,High-End,Static,3.72,5640156635,32.62,10.47,3.1,25780,Yes,Yes,No,3.53,2024-05-29 04:35:46
9441,1309,336,8,Health_Monitor,High-End,Static,1.27,5821352287,90.03,14.47,4.69,18909,Yes,Yes,No,14.1,2024-02-01 07:31:57
9442,67,300,9,Data_Upload,Low-End,Slow,0.97,2918991880,83.0,48.66,3.22,7537,Yes,Yes,Yes,18.01,2024-02-10 21:50:16
9443,697,164,5,AR_VR_App,Low-End,Static,1.57,3472305052,24.4,44.93,4.65,15335,Yes,Yes,Yes,18.51,2024-04-26 10:51:57
9444,303,382,8,Health_Monitor,Mid-End,Static,2.21,7782486517,84.39,15.59,3.94,31399,Yes,Yes,No,5.61,2024-02-21 22:00:19
9445,1019,386,3,Video_Stream,Mid-End,Slow,2.64,3805798641,97.54,32.94,4.38,14137,Yes,Yes,No,13.03,2024-05-07 13:55:44
9446,478,412,7,Video_Stream,Mid-End,Slow,0.7,6757657715,67.35,21.32,3.35,13521,Yes,Yes,No,7.41,2024-04-28 10:54:18
9447,1240,368,3,Health_Monitor,Low-End,Static,4.87,9674945084,35.36,26.09,2.85,24524,Yes,Yes,No,15.15,2024-04-27 00:52:09
9448,105,296,10,Control_Command,Low-End,Fast,3.72,2426588520,64.59,43.74,2.87,29852,Yes,Yes,Yes,3.89,2024-04-12 17:44:21
9449,657,319,3,Control_Command,Mid-End,Static,1.95,7457041388,40.83,38.11,2.91,17179,Yes,Yes,No,4.67,2024-03-13 00:35:02
9450,1457,255,4,Video_Stream,High-End,Static,1.93,2907084727,70.84,15.73,3.0,7731,Yes,Yes,No,14.27,2024-03-18 15:51:26
9451,1645,319,2,Data_Upload,Mid-End,Static,2.52,5438716339,59.03,19.22,4.71,20721,Yes,Yes,No,12.09,2024-07-04 05:21:29
9452,1074,273,7,AR_VR_App,Mid-End,Slow,3.32,8866364249,93.65,18.04,3.72,7491,Yes,Yes,No,18.18,2024-05-17 21:29:48
9453,1236,489,6,Health_Monitor,Low-End,Static,1.16,892276468,65.61,40.13,3.05,28963,Yes,Yes,Yes,2.99,2024-02-27 23:37:55
9454,602,38,3,AR_VR_App,Low-End,Static,1.35,6389428827,29.26,27.05,4.07,32377,Yes,Yes,No,14.78,2024-04-09 14:25:51
9455,389,384,1,AR_VR_App,Mid-End,Slow,4.37,8172275864,75.26,47.78,2.71,28926,Yes,Yes,Yes,15.0,2024-03-25 05:10:53
9456,1293,420,10,AR_VR_App,Low-End,Slow,1.65,4003923860,37.08,41.75,2.96,13368,Yes,Yes,Yes,17.01,2024-01-27 08:16:02
9457,1215,416,3,Health_Monitor,Mid-End,Static,2.21,2695808202,34.52,14.5,3.88,16130,Yes,Yes,No,15.98,2024-05-14 09:12:30
9458,1319,182,4,Data_Upload,Mid-End,Static,4.42,9823131620,45.26,40.37,3.71,18732,Yes,Yes,Yes,11.58,2024-05-26 14:32:09
9459,964,187,10,Health_Monitor,Low-End,Static,3.48,1949261888,11.08,27.77,3.06,4882,Yes,Yes,No,7.52,2024-05-21 16:56:15
9460,429,25,1,Video_Stream,Mid-End,Static,2.04,5793252602,97.22,16.42,2.62,31206,Yes,Yes,No,9.4,2024-04-27 07:27:09
9461,17,333,8,Data_Upload,High-End,Fast,3.58,5722253544,57.91,21.35,4.0,19376,Yes,Yes,No,11.64,2024-05-20 04:44:53
9462,1256,142,2,Video_Stream,Low-End,Static,0.59,4949313286,79.61,48.75,4.71,4744,Yes,Yes,Yes,2.58,2024-05-08 01:52:10
9463,443,428,3,AR_VR_App,High-End,Static,3.81,8384726702,33.21,26.78,4.42,17877,Yes,Yes,No,4.08,2024-03-25 05:17:55
9464,1379,124,5,Data_Upload,Low-End,Slow,2.69,4722117819,77.2,37.38,3.0,11513,Yes,Yes,No,11.99,2024-07-04 03:41:15
9465,1017,25,9,AR_VR_App,Mid-End,Slow,4.16,6712884528,61.05,26.47,4.24,5814,Yes,Yes,No,19.93,2024-04-07 13:37:05
9466,1616,291,6,Video_Stream,Mid-End,Static,4.8,1699577575,48.17,21.72,3.08,20879,Yes,Yes,No,9.09,2024-02-05 12:45:47
9467,1595,477,3,Health_Monitor,Mid-End,Static,4.67,6838394885,97.36,40.84,4.41,24183,Yes,Yes,Yes,16.48,2024-05-21 14:04:26
9468,1376,463,3,Data_Upload,Mid-End,Slow,4.59,2067607585,54.45,43.17,4.39,13767,Yes,Yes,Yes,9.19,2024-07-08 15:46:44
9469,1505,335,8,AR_VR_App,Low-End,Static,2.8,6497933691,69.17,8.24,3.05,17872,Yes,Yes,No,4.68,2024-02-11 21:46:52
9470,378,175,4,Control_Command,Mid-End,Static,2.12,3344146953,11.38,17.55,2.55,6127,Yes,Yes,No,17.24,2024-04-07 12:55:00
9471,392,431,5,AR_VR_App,Mid-End,Static,2.59,1490100911,37.13,27.85,3.81,11428,Yes,Yes,No,14.01,2024-06-02 20:05:00
9472,30,232,4,Video_Stream,Mid-End,Static,3.6,7146984738,89.98,19.24,4.08,21018,Yes,Yes,No,4.82,2024-05-24 01:28:31
9473,131,145,9,Video_Stream,Low-End,Static,4.48,7050574131,78.31,40.26,3.18,5282,Yes,Yes,Yes,10.13,2024-05-24 02:28:00
9474,401,345,8,Health_Monitor,Mid-End,Static,1.43,5726805659,58.31,10.16,3.55,22690,Yes,Yes,No,6.44,2024-04-22 12:04:04
9475,123,23,7,Data_Upload,Mid-End,Slow,4.63,2016130582,91.01,40.9,3.65,29773,Yes,Yes,Yes,14.17,2024-03-12 11:17:57
9476,51,494,4,Control_Command,Low-End,Slow,4.17,6019679379,53.76,32.8,4.32,12851,Yes,Yes,No,10.63,2024-05-31 06:02:30
9477,920,224,9,Video_Stream,Mid-End,Static,4.9,7733281671,60.99,18.02,2.99,9578,Yes,Yes,No,7.72,2024-01-25 03:41:17
9478,1616,122,8,Data_Upload,Mid-End,Slow,4.46,6355423524,44.39,20.5,2.73,27048,Yes,Yes,No,12.24,2024-02-29 20:26:48
9479,1787,223,8,Control_Command,Mid-End,Slow,1.76,9116051029,65.8,13.23,3.17,17557,Yes,Yes,No,18.34,2024-04-01 02:10:49
9480,1216,471,10,Health_Monitor,High-End,Static,0.98,9531736869,38.71,16.37,3.74,23189,Yes,Yes,No,9.77,2024-01-29 18:33:02
9481,74,230,2,Data_Upload,High-End,Static,1.01,1304204891,44.69,37.28,2.85,32371,Yes,Yes,No,19.4,2024-03-18 22:57:43
9482,1403,17,5,AR_VR_App,Mid-End,Slow,1.81,1763066263,96.97,21.91,3.07,20298,Yes,Yes,No,14.95,2024-06-04 13:31:02
9483,1527,285,6,Control_Command,Low-End,Static,3.26,8598140197,20.02,35.94,3.74,25183,Yes,Yes,No,13.05,2024-01-29 16:19:27
9484,1496,2,6,AR_VR_App,Mid-End,Static,4.12,9736199528,19.47,28.13,4.3,30170,Yes,Yes,No,3.55,2024-05-05 12:09:43
9485,111,267,9,AR_VR_App,High-End,Static,4.55,2719132841,13.9,11.54,2.57,12563,Yes,Yes,No,16.68,2024-06-27 16:45:31
9486,1735,16,4,Control_Command,Mid-End,Fast,3.31,4782836099,38.8,27.46,3.93,16045,Yes,Yes,No,14.27,2024-04-20 22:38:16
9487,1392,435,7,AR_VR_App,Mid-End,Static,0.53,9797450996,45.84,39.04,3.46,15442,Yes,Yes,No,4.72,2024-04-15 10:22:25
9488,177,337,9,Control_Command,High-End,Slow,1.34,5922830965,18.51,18.4,3.91,16189,Yes,Yes,No,2.69,2024-04-26 01:51:13
9489,1044,21,5,AR_VR_App,Mid-End,Static,0.95,5108797080,59.42,34.16,4.1,28425,Yes,Yes,No,18.87,2024-06-03 21:19:18
9490,205,251,6,Health_Monitor,Mid-End,Static,2.13,9156175799,62.5,13.96,2.59,9100,Yes,Yes,No,5.97,2024-02-23 15:57:41
9491,541,277,1,Health_Monitor,Mid-End,Slow,2.76,5053992436,77.59,11.11,3.85,11634,Yes,Yes,No,9.88,2024-05-26 15:46:47
9492,1546,6,7,Data_Upload,Mid-End,Static,0.7,9627197554,97.84,21.21,4.86,5619,Yes,Yes,No,9.83,2024-06-02 01:18:59
9493,1033,302,5,AR_VR_App,Low-End,Slow,2.07,4650525806,65.74,22.51,3.56,9819,Yes,Yes,No,4.0,2024-07-11 19:57:06
9494,1991,237,4,Health_Monitor,Mid-End,Static,1.31,8373638018,20.05,39.25,4.78,9735,Yes,Yes,No,16.57,2024-06-15 18:25:15
9495,1900,23,3,Health_Monitor,Mid-End,Static,3.41,1470452768,17.97,25.7,4.93,4596,Yes,Yes,No,13.06,2024-02-09 05:34:57
9496,1599,314,1,Health_Monitor,High-End,Static,2.59,9450039113,79.98,8.66,4.05,6613,Yes,Yes,No,11.86,2024-04-28 12:01:13
9497,1057,185,5,Video_Stream,Low-End,Slow,2.73,3186823885,68.53,33.53,3.79,19711,Yes,Yes,No,17.6,2024-07-10 16:00:53
9498,152,445,3,AR_VR_App,Low-End,Slow,2.42,317024600,24.57,26.12,4.43,24667,Yes,Yes,No,18.43,2024-07-03 09:43:30
9499,80,224,8,Data_Upload,Mid-End,Slow,4.8,3459349558,32.8,19.92,4.47,29583,Yes,Yes,No,4.75,2024-02-28 05:10:39
9500,1568,39,4,Health_Monitor,Mid-End,Static,1.47,6550519635,77.52,41.1,4.06,6416,Yes,Yes,Yes,14.53,2024-03-13 03:23:34
9501,1540,429,3,Control_Command,Low-End,Static,2.82,2887803219,60.95,11.95,2.5,10279,Yes,Yes,No,7.2,2024-06-28 13:58:37
9502,1726,486,1,Video_Stream,High-End,Slow,3.81,8502779801,62.65,46.09,4.13,26857,Yes,Yes,Yes,16.16,2024-04-02 14:21:34
9503,846,413,10,AR_VR_App,Low-End,Static,3.01,3644945775,28.9,20.03,4.7,7472,Yes,Yes,No,4.54,2024-03-19 01:31:30
9504,126,31,2,Data_Upload,High-End,Static,4.68,2146195984,66.62,25.74,2.67,4583,Yes,Yes,No,5.79,2024-02-03 11:01:43
9505,508,473,10,Health_Monitor,High-End,Slow,2.2,8472289191,79.36,46.82,3.25,10813,Yes,Yes,Yes,6.23,2024-01-26 04:50:24
9506,375,2,2,Control_Command,Mid-End,Fast,2.59,9130539692,89.67,39.26,4.64,11026,Yes,Yes,No,13.4,2024-03-12 15:13:57
9507,989,342,1,Video_Stream,High-End,Slow,0.9,4579336696,76.3,8.34,4.06,8752,Yes,Yes,No,14.19,2024-06-16 07:03:03
9508,534,165,8,Control_Command,Low-End,Slow,3.24,8173561954,61.87,31.02,2.79,24357,Yes,Yes,No,18.58,2024-05-08 05:31:16
9509,151,300,5,Control_Command,Low-End,Static,1.8,1926435434,70.59,18.97,3.99,26705,Yes,Yes,No,3.8,2024-05-11 19:55:03
9510,218,463,2,Video_Stream,Mid-End,Slow,1.22,5701545207,53.66,27.88,4.05,24125,Yes,Yes,No,14.47,2024-06-16 09:17:22
9511,282,454,8,Control_Command,High-End,Static,2.95,2452716932,30.42,38.43,2.77,30500,Yes,Yes,No,2.72,2024-03-16 00:01:14
9512,305,127,10,Health_Monitor,Low-End,Slow,2.9,1958803061,89.4,27.33,2.93,14684,Yes,Yes,No,11.41,2024-02-08 05:56:56
